name,num_downloads,owners_and_repo
is-regex,29830814,inspect-js/is-regex
diff,29712799,kpdecker/jsdiff
cssom,29653759,NV/CSSOM
base64-js,29641305,beatgammit/base64-js
object.assign,29618446,ljharb/object.assign
fsevents,29592343,fsevents/fsevents
tmp,29535337,raszi/node-tmp
through2,29509803,rvagg/through2
side-channel,29489187,ljharb/side-channel
negotiator,29347669,jshttp/negotiator
@types/json-schema,29340734,DefinitelyTyped/DefinitelyTyped
to-fast-properties,29322251,sindresorhus/to-fast-properties
ipaddr.js,29235482,whitequark/ipaddr.js
require-directory,29117972,troygoode/node-require-directory
ansi-colors,28970003,doowb/ansi-colors
string.prototype.trimstart,28956161,
string.prototype.trimend,28940034,
combined-stream,28939829,felixge/node-combined-stream
esutils,28778708,estools/esutils
dir-glob,28773107,kevva/dir-glob
normalize-url,28493026,sindresorhus/normalize-url
bluebird,28469610,petkaantonov/bluebird
flatted,28407029,WebReflection/flatted
accepts,28296749,jshttp/accepts
jest-haste-map,28283340,facebook/jest
cli-cursor,28281844,sindresorhus/cli-cursor
process-nextick-args,28231277,calvinmetcalf/process-nextick-args
finalhandler,28203533,pillarjs/finalhandler
restore-cursor,28034327,sindresorhus/restore-cursor
content-disposition,27976437,jshttp/content-disposition
body-parser,27918631,expressjs/body-parser
figures,27915822,sindresorhus/figures
imurmurhash,27855638,jensyt/imurmurhash-js
domhandler,27742558,fb55/domhandler
espree,27742543,eslint/espree
destroy,27728789,stream-utils/destroy
fast-levenshtein,27695409,hiddentao/fast-levenshtein
tapable,27612816,webpack/tapable
http-proxy-agent,27507252,TooTallNate/node-http-proxy-agent
dotenv,27505940,motdotla/dotenv
@nodelib/fs.scandir,27453252,nodelib/nodelib
decamelize,27390797,sindresorhus/decamelize
prettier,27364635,prettier/prettier
object-keys,27340404,ljharb/object-keys
@nodelib/fs.walk,27279659,nodelib/nodelib
webpack-sources,27228075,webpack/webpack-sources
send,27105529,pillarjs/send
@jest/transform,27084214,facebook/jest
enhanced-resolve,27010723,webpack/enhanced-resolve
extsprintf,26985573,joyent/node-extsprintf
events,26933284,Gozala/events
strip-final-newline,26833555,sindresorhus/strip-final-newline
deep-is,26805216,thlorenz/deep-is
@babel/helper-annotate-as-pure,26712394,babel/babel
sax,26709050,isaacs/sax-js
eslint,26651715,eslint/eslint
@babel/helper-replace-supers,26627222,babel/babel
end-of-stream,26564936,mafintosh/end-of-stream
is-negative-zero,26452676,inspect-js/is-negative-zero
@babel/plugin-proposal-object-rest-spread,26400480,babel/babel
css-select,26358372,fb55/css-select
colorette,26271828,jorgebucaran/colorette
regexpp,26243443,mysticatea/regexpp
serve-static,26239713,expressjs/serve-static
file-entry-cache,26201523,royriojas/file-entry-cache
unpipe,26159562,stream-utils/unpipe
@types/istanbul-reports,26077210,DefinitelyTyped/DefinitelyTyped
istanbul-lib-instrument,26025504,istanbuljs/istanbuljs
is-typedarray,25999415,hughsk/is-typedarray
vary,25980457,jshttp/vary
@babel/helper-member-expression-to-functions,25915239,babel/babel
nanoid,25894311,ai/nanoid
express,25866510,expressjs/express
@jest/test-result,25754023,facebook/jest
psl,25718982,lupomontero/psl
encodeurl,25616511,pillarjs/encodeurl
escape-html,25581919,component/escape-html
@types/estree,25445633,DefinitelyTyped/DefinitelyTyped
queue-microtask,25416025,feross/queue-microtask
error-ex,25392939,Qix-/node-error-ex
merge-stream,25375501,grncdr/merge-stream
log-symbols,25357161,sindresorhus/log-symbols
minipass,25288685,isaacs/minipass
escodegen,25235639,estools/escodegen
range-parser,25177435,jshttp/range-parser
@webassemblyjs/ast,25109764,xtuc/webassemblyjs
ee-first,25104595,jonathanong/ee-first
has-bigints,25097203,inspect-js/has-bigints
is-date-object,25091560,inspect-js/is-date-object
@webassemblyjs/helper-wasm-bytecode,25057473,xtuc/webassemblyjs
methods,25039853,jshttp/methods
import-local,25017163,sindresorhus/import-local
unbox-primitive,24937101,ljharb/unbox-primitive
proxy-addr,24936985,jshttp/proxy-addr
@babel/helper-optimise-call-expression,24894373,babel/babel
merge2,24871721,teambition/merge2
forwarded,24840621,jshttp/forwarded
fresh,24824164,jshttp/fresh
csstype,24804923,frenic/csstype
retry,24767852,tim-kos/node-retry
json-parse-even-better-errors,24718888,npm/json-parse-even-better-errors
fastq,24708817,mcollina/fastq
run-parallel,24675516,feross/run-parallel
deepmerge,24639678,TehShrike/deepmerge
etag,24639510,jshttp/etag
css-what,24505082,fb55/css-what
xtend,24348123,Raynos/xtend
webpack,24345431,webpack/webpack
@babel/preset-env,24344635,babel/babel
inquirer,24317588,SBoudrias/Inquirer.js
is-symbol,24313071,inspect-js/is-symbol
is-string,24285807,inspect-js/is-string
media-typer,24285722,jshttp/media-typer
@jridgewell/resolve-uri,24250755,jridgewell/resolve-uri
ip,24186297,indutny/node-ip
jest-resolve,24127901,facebook/jest
word-wrap,24102286,jonschlinkert/word-wrap
open,24091966,sindresorhus/open
set-blocking,24070428,yargs/set-blocking
utils-merge,24013219,jaredhanson/utils-merge
is-path-inside,24007714,sindresorhus/is-path-inside
nopt,23991892,npm/nopt
esrecurse,23879231,estools/esrecurse
@webassemblyjs/helper-api-error,23845653,
cookie-signature,23789423,tj/node-cookie-signature
@webassemblyjs/wast-printer,23722558,xtuc/webassemblyjs
reusify,23708041,mcollina/reusify
yaml,23660676,eemeli/yaml
istanbul-lib-coverage,23633342,istanbuljs/istanbuljs
json-stable-stringify-without-jsonify,23613843,samn/json-stable-stringify
parseurl,23590650,pillarjs/parseurl
@babel/helper-create-class-features-plugin,23532440,babel/babel
@jest/console,23499023,facebook/jest
@babel/plugin-syntax-jsx,23480950,babel/babel
parent-module,23470844,sindresorhus/parent-module
lines-and-columns,23377029,eventualbuddha/lines-and-columns
regexp.prototype.flags,23294835,es-shims/RegExp.prototype.flags
bl,23286593,rvagg/bl
through,23275813,dominictarr/through
merge-descriptors,23189212,component/merge-descriptors
flat-cache,23166340,royriojas/flat-cache
@webassemblyjs/leb128,23151581,
watchpack,23135201,webpack/watchpack
@webassemblyjs/ieee754,23099185,
@webassemblyjs/wasm-edit,23097322,xtuc/webassemblyjs
@webassemblyjs/wasm-parser,23090790,xtuc/webassemblyjs
@webassemblyjs/helper-wasm-section,23086185,xtuc/webassemblyjs
@webassemblyjs/wasm-gen,23064991,xtuc/webassemblyjs
@webassemblyjs/wasm-opt,23053044,xtuc/webassemblyjs
@webassemblyjs/helper-buffer,23039500,xtuc/webassemblyjs
clone,23016133,pvorb/clone
expect,22983827,facebook/jest
@webassemblyjs/utf8,22977407,xtuc/webassemblyjs
natural-compare,22975971,litejs/natural-compare-lite
babel-plugin-polyfill-corejs3,22958428,
nth-check,22945865,fb55/nth-check
content-type,22940356,jshttp/content-type
es-to-primitive,22922253,ljharb/es-to-primitive
@babel/plugin-syntax-object-rest-spread,22843304,babel/babel
acorn-jsx,22807105,RReverser/acorn-jsx
is-bigint,22784783,inspect-js/is-bigint
arrify,22730914,sindresorhus/arrify
internal-slot,22618397,ljharb/internal-slot
type-is,22612414,jshttp/type-is
extend,22572549,justmoon/node-extend
mimic-response,22545432,sindresorhus/mimic-response
css-tree,22492790,csstree/csstree
text-table,22449927,substack/text-table
decode-uri-component,22443933,SamVerschueren/decode-uri-component
aproba,22419915,iarna/aproba
mdn-data,22407887,mdn/data
@babel/plugin-proposal-class-properties,22384504,babel/babel
@babel/plugin-syntax-top-level-await,22355265,babel/babel
htmlparser2,22335258,fb55/htmlparser2
@babel/plugin-syntax-json-strings,22292104,babel/babel
@babel/plugin-syntax-class-properties,22278278,babel/babel
which-boxed-primitive,22242154,inspect-js/which-boxed-primitive
@babel/plugin-syntax-optional-catch-binding,22202473,babel/babel
@babel/plugin-syntax-async-generators,22182297,babel/babel
@babel/plugin-transform-modules-commonjs,22169191,babel/babel
resolve-cwd,22137800,sindresorhus/resolve-cwd
jest-validate,22088281,facebook/jest
tar,22047747,npm/node-tar
load-json-file,22046231,sindresorhus/load-json-file
p-finally,21997566,sindresorhus/p-finally
gensync,21994491,
tsutils,21974153,ajafff/tsutils
gauge,21925330,npm/gauge
astral-regex,21916074,kevva/astral-regex
@babel/plugin-transform-parameters,21913544,babel/babel
@jest/fake-timers,21912492,facebook/jest
emojis-list,21887217,Kikobeats/emojis-list
@babel/plugin-transform-destructuring,21827286,babel/babel
performance-now,21809893,myrne/performance-now
,21790384,
json-stringify-safe,21781945,moll/json-stringify-safe
@babel/plugin-transform-block-scoping,21779101,babel/babel
@babel/plugin-syntax-numeric-separator,21751270,babel/babel
jest-watcher,21744717,facebook/jest
are-we-there-yet,21739245,npm/are-we-there-yet
map-obj,21714417,sindresorhus/map-obj
npmlog,21663505,npm/npmlog
@babel/plugin-transform-classes,21655441,babel/babel
@babel/plugin-syntax-optional-chaining,21627986,babel/babel
@typescript-eslint/parser,21602143,typescript-eslint/typescript-eslint
@babel/plugin-syntax-nullish-coalescing-operator,21595421,babel/babel
@babel/plugin-proposal-optional-chaining,21556126,babel/babel
memory-fs,21550852,webpack/memory-fs
eventemitter3,21515124,primus/eventemitter3
is-number-object,21454725,inspect-js/is-number-object
cssesc,21399484,mathiasbynens/cssesc
spdx-license-ids,21386011,shinnn/spdx-license-ids
jest-mock,21382854,facebook/jest
querystring,21374901,Gozala/querystring
file-type,21371595,sindresorhus/file-type
http-signature,21363867,joyent/node-http-signature
lodash.merge,21330045,lodash/lodash
@jest/environment,21312635,facebook/jest
clean-stack,21282945,sindresorhus/clean-stack
which-module,21280559,nexdrew/which-module
@babel/helper-create-regexp-features-plugin,21231811,babel/babel
@babel/plugin-syntax-logical-assignment-operators,21200657,babel/babel
aria-query,21165952,A11yance/aria-query
core-js-compat,21114599,zloirock/core-js
@babel/helper-wrap-function,21114130,babel/babel
esquery,21076901,estools/esquery
is-obj,21057807,sindresorhus/is-obj
is-boolean-object,21023239,inspect-js/is-boolean-object
loader-runner,21012715,webpack/loader-runner
lowercase-keys,21012662,sindresorhus/lowercase-keys
asn1,21003241,joyent/node-asn1
regexpu-core,20978445,mathiasbynens/regexpu-core
@babel/plugin-transform-spread,20978290,babel/babel
require-from-string,20951850,floatdrop/require-from-string
require-main-filename,20924221,yargs/require-main-filename
@babel/plugin-proposal-async-generator-functions,20910467,babel/babel
json-schema,20853971,kriszyp/json-schema
@webassemblyjs/floating-point-hex-parser,20851202,xtuc/webassemblyjs
assert-plus,20776355,joyent/node-assert-plus
@humanwhocodes/config-array,20761036,humanwhocodes/config-array
istanbul-reports,20712228,istanbuljs/istanbuljs
xmlbuilder,20696845,oozcitak/xmlbuilder-js
mute-stream,20690938,npm/mute-stream
autoprefixer,20677326,postcss/autoprefixer
@babel/plugin-proposal-nullish-coalescing-operator,20675573,babel/babel
kleur,20652375,lukeed/kleur
@babel/plugin-transform-template-literals,20643339,babel/babel
@babel/plugin-transform-for-of,20641534,babel/babel
source-map-resolve,20613972,lydell/source-map-resolve
prompts,20608776,terkelg/prompts
tunnel-agent,20599666,request/tunnel-agent
is-ci,20598141,watson/is-ci
test-exclude,20595278,istanbuljs/test-exclude
component-emitter,20582532,component/emitter
@babel/plugin-transform-computed-properties,20540996,babel/babel
@babel/plugin-transform-arrow-functions,20529746,babel/babel
@babel/plugin-transform-literals,20496656,babel/babel
fs-minipass,20477561,npm/fs-minipass
arg,20470650,zeit/arg
@babel/plugin-transform-regenerator,20456931,babel/babel
jsprim,20427643,joyent/node-jsprim
@babel/helper-remap-async-to-generator,20422976,babel/babel
@sinonjs/commons,20422952,sinonjs/commons
@babel/plugin-transform-function-name,20411910,babel/babel
concat-stream,20384369,maxogden/concat-stream
@babel/plugin-transform-shorthand-properties,20370571,babel/babel
@babel/plugin-transform-dotall-regex,20360639,babel/babel
@jest/source-map,20317224,facebook/jest
@babel/plugin-transform-block-scoped-functions,20300086,babel/babel
colors,20285828,Marak/colors.js
@babel/plugin-transform-object-super,20277263,babel/babel
@babel/plugin-transform-modules-systemjs,20260617,babel/babel
babel-plugin-istanbul,20227037,istanbuljs/babel-plugin-istanbul
jest-docblock,20226444,facebook/jest
@babel/plugin-proposal-unicode-property-regex,20225659,babel/babel
is-docker,20221674,sindresorhus/is-docker
aws4,20201331,mhart/aws4
jest-each,20160152,facebook/jest
strip-indent,20140492,sindresorhus/strip-indent
@babel/plugin-transform-async-to-generator,20133638,babel/babel
jest-serializer,20111094,facebook/jest
regenerator-transform,20081085,facebook/regenerator
jest-runner,20072015,facebook/jest
react,20071835,facebook/react
@babel/plugin-transform-named-capturing-groups-regex,20065541,
minizlib,20063028,isaacs/minizlib
@babel/plugin-transform-modules-amd,20061786,babel/babel
aggregate-error,20054831,sindresorhus/aggregate-error
string-length,20045969,sindresorhus/string-length
jest-snapshot,20032639,facebook/jest
@babel/plugin-transform-member-expression-literals,20013375,babel/babel
@babel/plugin-transform-property-literals,20011002,babel/babel
regjsparser,19976268,jviereck/regjsparser
jest-config,19961928,facebook/jest
object.values,19952057,es-shims/Object.values
jest-leak-detector,19948054,facebook/jest
tsconfig-paths,19944158,dividab/tsconfig-paths
bcrypt-pbkdf,19941472,joyent/node-bcrypt-pbkdf
tweetnacl,19933647,dchest/tweetnacl-js
@types/istanbul-lib-coverage,19932935,DefinitelyTyped/DefinitelyTyped
quick-lru,19926101,sindresorhus/quick-lru
css-loader,19830573,webpack-contrib/css-loader
@babel/plugin-proposal-json-strings,19758037,babel/babel
pako,19751489,nodeca/pako
@typescript-eslint/eslint-plugin,19746458,typescript-eslint/typescript-eslint
v8-to-istanbul,19744749,istanbuljs/v8-to-istanbul
spdx-expression-parse,19744109,jslicense/spdx-expression-parse.js
@babel/plugin-proposal-numeric-separator,19713267,babel/babel
@babel/plugin-proposal-optional-catch-binding,19697804,babel/babel
regjsgen,19670872,bnjmnt4n/regjsgen
@ampproject/remapping,19667450,ampproject/remapping
functions-have-names,19666682,inspect-js/functions-have-names
verror,19665915,joyent/node-verror
@babel/plugin-transform-unicode-regex,19658907,babel/babel
arr-diff,19657447,jonschlinkert/arr-diff
decompress-response,19655373,sindresorhus/decompress-response
@babel/plugin-transform-sticky-regex,19625723,babel/babel
@babel/plugin-transform-exponentiation-operator,19620291,babel/babel
@babel/helper-builder-binary-assignment-operator-visitor,19613350,babel/babel
@babel/plugin-transform-duplicate-keys,19596032,babel/babel
@jest/reporters,19595516,facebook/jest
@babel/plugin-transform-typeof-symbol,19587085,babel/babel
spdx-correct,19574000,jslicense/spdx-correct.js
@babel/helper-explode-assignable-expression,19570808,babel/babel
caseless,19545360,request/caseless
@babel/plugin-transform-modules-umd,19543048,babel/babel
babel-jest,19532267,facebook/jest
@babel/plugin-syntax-typescript,19513119,babel/babel
@types/stack-utils,19497460,DefinitelyTyped/DefinitelyTyped
url,19497055,defunctzombie/node-url
@babel/plugin-transform-new-target,19465996,babel/babel
@types/yargs-parser,19458092,DefinitelyTyped/DefinitelyTyped
aws-sign2,19433855,request/aws-sign
neo-async,19429081,suguru03/neo-async
spdx-exceptions,19409413,jslicense/spdx-exceptions.json
unicode-match-property-value-ecmascript,19367056,mathiasbynens/unicode-match-property-value-ecmascript
jest-runtime,19324314,facebook/jest
jest-environment-node,19294569,facebook/jest
babel-plugin-jest-hoist,19292932,facebook/jest
jsbn,19288350,andyperlitch/jsbn
repeat-string,19285759,jonschlinkert/repeat-string
jest-resolve-dependencies,19259156,facebook/jest
@types/babel__traverse,19251536,DefinitelyTyped/DefinitelyTyped
emittery,19243512,sindresorhus/emittery
@jest/test-sequencer,19237544,facebook/jest
@babel/plugin-transform-reserved-words,19231447,babel/babel
v8-compile-cache,19227333,zertosh/v8-compile-cache
stack-utils,19175587,tapjs/stack-utils
big.js,19158357,MikeMcl/big.js
array-includes,19129498,es-shims/array-includes
istanbul-lib-report,19098472,istanbuljs/istanbuljs
getpass,19080642,arekinath/node-getpass
unicode-property-aliases-ecmascript,19058263,mathiasbynens/unicode-property-aliases-ecmascript
icss-utils,19053872,css-modules/icss-utils
babel-preset-jest,19046371,facebook/jest
istanbul-lib-source-maps,19039209,istanbuljs/istanbuljs
validate-npm-package-license,19005433,kemitchell/validate-npm-package-license.js
@types/babel__core,18978989,DefinitelyTyped/DefinitelyTyped
@istanbuljs/schema,18904591,istanbuljs/schema
regenerate-unicode-properties,18901187,mathiasbynens/regenerate-unicode-properties
type-detect,18887816,chaijs/type-detect
@babel/plugin-proposal-dynamic-import,18878914,babel/babel
isstream,18878159,rvagg/isstream
randombytes,18801226,crypto-browserify/randombytes
@jest/core,18794730,facebook/jest
sshpk,18778359,joyent/node-sshpk
array-unique,18748299,jonschlinkert/array-unique
co,18743484,tj/co
forever-agent,18729028,request/forever-agent
moment,18711044,moment/moment
ecc-jsbn,18703196,aduh95/ecc-jsbn
dashdash,18687855,trentm/node-dashdash
html-encoding-sniffer,18662300,jsdom/html-encoding-sniffer
@types/parse-json,18559658,DefinitelyTyped/DefinitelyTyped
on-headers,18542373,jshttp/on-headers
jest-changed-files,18539320,facebook/jest
@types/istanbul-lib-report,18526832,DefinitelyTyped/DefinitelyTyped
@types/react,18523277,DefinitelyTyped/DefinitelyTyped
jsdom,18512139,jsdom/jsdom
cli-width,18497421,knownasilya/cli-width
got,18454417,sindresorhus/got
leven,18439382,sindresorhus/leven
unicode-match-property-ecmascript,18394370,mathiasbynens/unicode-match-property-ecmascript
unicode-canonical-property-names-ecmascript,18389669,mathiasbynens/unicode-canonical-property-names-ecmascript
compressible,18361749,jshttp/compressible
whatwg-mimetype,18356316,jsdom/whatwg-mimetype
data-urls,18304831,jsdom/data-urls
domexception,18300236,jsdom/domexception
expand-brackets,18293603,micromatch/expand-brackets
@babel/plugin-proposal-export-namespace-from,18272318,babel/babel
is-arguments,18246107,inspect-js/is-arguments
array.prototype.flat,18236534,es-shims/Array.prototype.flat
redent,18211955,sindresorhus/redent
@babel/plugin-proposal-private-methods,18187976,babel/babel
sisteransi,18169071,terkelg/sisteransi
@babel/plugin-proposal-logical-assignment-operators,18118373,babel/babel
@humanwhocodes/object-schema,18109111,humanwhocodes/object-schema
node-forge,18098641,digitalbazaar/forge
for-in,18084061,jonschlinkert/for-in
loose-envify,18083691,zertosh/loose-envify
prop-types,18062061,facebook/prop-types
